customer_id,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
C100278,0,No,No,40,One year,Fiber optic,Yes,No,No,Credit card,74.77,2909.14,No
C100279,0,No,No,32,Two year,DSL,No,Yes,Yes,Electronic check,54.59,1654.65,No
C100280,1,Yes,No,11,One year,No,No,No,No,Bank transfer,18.0,183.57,Yes
C100281,0,No,No,1,Month-to-month,DSL,No,Yes,Yes,Mailed check,31.0,30.12,No
C100282,0,Yes,Yes,5,Month-to-month,No,Yes,No,No,Mailed check,18.0,91.24,No
C100283,0,No,No,36,Month-to-month,No,No,Yes,Yes,Electronic check,35.3,1287.14,Yes
C100284,0,Yes,No,24,One year,No,No,Yes,No,Electronic check,49.96,1250.74,No
C100285,0,Yes,Yes,1,Month-to-month,No,No,No,No,Credit card,24.71,22.36,No
C100286,0,No,No,9,Month-to-month,Fiber optic,No,No,Yes,Mailed check,88.8,747.57,No
C100287,0,Yes,No,1,Month-to-month,DSL,No,No,No,Electronic check,61.4,64.02,Yes
C100288,0,Yes,Yes,59,One year,Fiber optic,No,No,No,Mailed check,88.01,5236.61,No
C100289,0,No,No,31,Two year,Fiber optic,No,No,No,Mailed check,90.14,2923.75,No
C100290,0,No,No,22,Month-to-month,DSL,No,No,No,Electronic check,50.47,1052.13,No
C100291,0,No,No,11,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,84.95,927.35,Yes
C100292,0,Yes,No,15,One year,DSL,No,Yes,Yes,Bank transfer,59.38,842.69,No
C100293,0,No,No,53,One year,Fiber optic,No,No,Yes,Bank transfer,77.53,4002.64,No
C100294,0,No,No,35,One year,DSL,No,No,Yes,Credit card,58.38,1875.58,No
C100295,1,No,Yes,72,Two year,DSL,Yes,No,No,Credit card,36.68,2760.69,No
C100296,0,Yes,No,48,Two year,No,No,No,Yes,Credit card,19.51,936.3,No
C100297,0,No,No,64,Two year,Fiber optic,No,No,No,Bank transfer,97.12,6510.51,No
C100298,0,No,No,32,One year,DSL,No,Yes,No,Credit card,73.58,2150.77,No
C100299,0,No,Yes,30,Month-to-month,Fiber optic,No,No,No,Credit card,73.75,2214.96,No
C100300,1,Yes,No,53,One year,No,No,Yes,No,Electronic check,29.98,1583.83,No
C100301,0,No,No,1,Month-to-month,Fiber optic,No,No,No,Mailed check,91.44,90.54,Yes
C100302,0,No,No,23,One year,Fiber optic,Yes,No,Yes,Mailed check,82.17,1769.21,Yes
C100303,1,Yes,No,51,One year,DSL,Yes,No,Yes,Mailed check,34.15,1775.1,No
C100304,0,No,No,41,One year,Fiber optic,Yes,No,No,Electronic check,93.04,3945.15,No
C100305,0,No,No,27,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,75.13,2030.36,Yes
C100306,0,No,No,20,Month-to-month,No,No,No,No,Bank transfer,24.7,500.86,No
C100307,0,No,Yes,10,Month-to-month,Fiber optic,Yes,No,No,Mailed check,65.82,612.31,No
C100308,0,Yes,No,1,Month-to-month,DSL,No,Yes,No,Bank transfer,44.41,41.35,No
C100309,0,No,Yes,38,Two year,No,Yes,No,Yes,Bank transfer,33.54,1312.25,No
C100310,0,No,Yes,25,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,61.49,1599.6,Yes
C100311,0,No,Yes,7,Month-to-month,DSL,No,No,No,Electronic check,39.83,264.33,No
C100312,0,No,No,1,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,48.69,46.39,No
C100313,0,No,No,30,One year,DSL,No,No,No,Bank transfer,54.44,1476.64,No
C100314,0,No,Yes,9,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,89.6,823.79,Yes
C100315,0,No,No,29,Two year,DSL,Yes,No,Yes,Credit card,64.41,1858.86,No
C100316,0,Yes,No,56,Two year,DSL,No,No,Yes,Credit card,61.86,3462.17,No
C100317,0,Yes,No,26,Month-to-month,Fiber optic,No,No,No,Mailed check,69.08,1779.09,No
C100318,0,Yes,Yes,3,Month-to-month,DSL,Yes,No,Yes,Credit card,45.34,133.68,No
C100319,1,No,Yes,41,One year,DSL,No,Yes,No,Electronic check,48.69,2008.75,Yes
C100320,0,Yes,No,54,Two year,DSL,Yes,No,No,Mailed check,55.41,3137.77,No
C100321,0,No,No,26,Month-to-month,DSL,No,No,Yes,Credit card,61.7,1532.97,No
C100322,0,No,No,50,One year,Fiber optic,No,No,No,Electronic check,73.22,3674.81,No
C100323,0,Yes,No,43,Two year,DSL,No,No,Yes,Mailed check,59.53,2324.43,No
C100324,1,No,No,45,Two year,No,No,Yes,Yes,Mailed check,18.0,824.09,No
C100325,1,No,No,20,Month-to-month,DSL,Yes,Yes,No,Mailed check,66.87,1400.7,Yes
C100326,0,No,No,33,Month-to-month,DSL,No,No,No,Mailed check,68.11,2202.45,Yes
C100327,0,Yes,Yes,65,Two year,DSL,No,Yes,No,Bank transfer,42.64,2873.44,No
C100328,0,No,No,20,Month-to-month,No,No,Yes,No,Credit card,18.0,365.23,No
C100329,0,No,No,21,Month-to-month,Fiber optic,No,No,Yes,Electronic check,86.5,1895.92,Yes
C100330,0,Yes,Yes,29,One year,DSL,No,No,No,Electronic check,63.63,1910.76,No
C100331,0,Yes,Yes,20,Month-to-month,DSL,Yes,Yes,No,Bank transfer,58.76,1177.04,No
C100332,0,No,Yes,42,One year,DSL,Yes,Yes,No,Mailed check,67.75,2905.4,No
C100333,0,Yes,Yes,10,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,83.5,836.86,No
C100334,0,Yes,Yes,63,Two year,Fiber optic,No,No,Yes,Credit card,89.11,5514.51,No
C100335,0,No,No,22,Month-to-month,Fiber optic,No,No,No,Credit card,74.69,1649.85,Yes
C100336,0,No,No,51,One year,Fiber optic,Yes,Yes,Yes,Electronic check,90.15,4401.88,No
C100337,0,Yes,No,22,Month-to-month,Fiber optic,No,No,Yes,Electronic check,76.55,1558.65,No
C100338,1,No,No,1,Month-to-month,Fiber optic,No,No,No,Bank transfer,82.75,76.17,No
C100339,0,No,Yes,23,Month-to-month,DSL,Yes,No,Yes,Electronic check,73.2,1606.39,No
C100340,0,Yes,No,32,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,69.84,2157.32,No
C100341,0,No,No,3,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,85.81,261.3,No
C100342,0,Yes,No,43,One year,Fiber optic,Yes,Yes,No,Mailed check,75.36,3146.24,No
C100343,0,Yes,Yes,19,Month-to-month,DSL,No,No,No,Credit card,64.33,1252.74,No
C100344,0,Yes,No,8,Month-to-month,DSL,Yes,No,Yes,Electronic check,64.56,473.03,Yes
C100345,0,Yes,Yes,61,Two year,No,No,Yes,Yes,Electronic check,19.18,1207.55,No
C100346,0,Yes,Yes,38,Two year,No,No,No,No,Credit card,39.91,1574.74,No
C100347,0,Yes,No,32,Two year,Fiber optic,No,Yes,Yes,Credit card,77.29,2268.61,No
C100348,0,Yes,Yes,17,Month-to-month,Fiber optic,No,No,No,Electronic check,88.75,1372.54,Yes
C100349,0,No,No,1,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,72.39,70.1,No
C100350,0,Yes,Yes,8,Month-to-month,No,No,Yes,No,Bank transfer,32.7,258.36,No
C100351,0,No,No,10,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,74.32,709.33,Yes
C100352,0,No,No,17,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,74.08,1174.12,Yes
C100353,0,Yes,Yes,1,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,79.59,76.34,Yes
C100354,0,Yes,No,1,Month-to-month,DSL,No,Yes,Yes,Bank transfer,66.29,69.55,No
C100355,0,Yes,Yes,7,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,71.32,467.61,No
C100356,0,Yes,Yes,23,Two year,No,Yes,Yes,Yes,Electronic check,44.13,934.9,Yes
C100357,0,No,No,16,Month-to-month,Fiber optic,No,No,Yes,Electronic check,75.53,1110.1,Yes
C100358,0,Yes,Yes,21,Month-to-month,Fiber optic,No,No,Yes,Electronic check,92.2,1962.87,Yes
C100359,0,No,No,34,One year,Fiber optic,No,Yes,Yes,Electronic check,68.82,2177.76,No
C100360,1,No,No,13,Month-to-month,No,No,No,Yes,Electronic check,21.98,295.64,No
C100361,0,No,Yes,11,Month-to-month,DSL,No,No,No,Mailed check,67.05,676.43,Yes
C100362,0,No,No,13,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,90.91,1151.72,Yes
C100363,0,No,No,3,Month-to-month,Fiber optic,Yes,No,No,Mailed check,79.64,222.74,Yes
C100364,0,No,No,27,One year,DSL,No,Yes,No,Electronic check,47.4,1169.06,No
C100365,0,No,No,1,Month-to-month,DSL,No,Yes,Yes,Electronic check,40.33,38.21,Yes
C100366,0,No,Yes,39,Month-to-month,Fiber optic,No,No,Yes,Mailed check,67.66,2643.12,Yes
C100367,0,No,No,57,One year,DSL,No,No,Yes,Credit card,39.55,2127.29,No
C100368,1,Yes,Yes,62,Two year,Fiber optic,Yes,Yes,Yes,Bank transfer,111.58,7115.6,No
C100369,0,No,Yes,7,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,110.83,779.32,Yes
C100370,0,Yes,No,1,Month-to-month,Fiber optic,No,No,Yes,Electronic check,83.94,80.19,Yes
C100371,0,Yes,No,1,Month-to-month,No,Yes,Yes,Yes,Mailed check,18.0,17.29,No
C100372,0,Yes,No,46,Two year,DSL,No,No,Yes,Electronic check,63.98,2747.06,No
C100373,0,No,No,59,Two year,Fiber optic,Yes,Yes,Yes,Credit card,87.5,4750.87,No
C100374,0,No,No,7,Month-to-month,Fiber optic,Yes,No,No,Mailed check,75.97,512.82,No
C100375,0,No,Yes,72,Two year,DSL,No,No,Yes,Credit card,65.24,4304.96,No
C100376,0,Yes,Yes,36,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,77.07,2831.14,No
C100377,0,Yes,No,26,Month-to-month,No,No,Yes,Yes,Mailed check,36.3,904.54,Yes
C100378,1,No,Yes,19,Month-to-month,DSL,Yes,No,Yes,Electronic check,41.27,720.67,No
C100379,0,Yes,Yes,19,Two year,Fiber optic,No,No,Yes,Electronic check,80.55,1518.14,Yes
C100380,0,No,No,1,Month-to-month,DSL,No,No,Yes,Electronic check,57.61,54.42,Yes
C100381,1,Yes,No,16,Month-to-month,Fiber optic,No,No,Yes,Credit card,75.54,1233.28,Yes
C100382,0,Yes,No,25,One year,Fiber optic,No,No,Yes,Credit card,87.26,2129.09,Yes
C100383,0,No,No,23,Month-to-month,DSL,No,No,No,Bank transfer,58.29,1363.58,Yes
C100384,0,Yes,No,12,Month-to-month,No,No,Yes,Yes,Bank transfer,18.0,211.32,No
C100385,0,No,No,9,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,83.86,775.97,No
C100386,0,Yes,Yes,56,Two year,DSL,No,No,Yes,Mailed check,57.64,3145.2,No
C100387,0,Yes,No,52,One year,DSL,No,Yes,Yes,Credit card,67.54,3520.8,No
C100388,1,No,No,45,Two year,No,Yes,Yes,No,Electronic check,40.19,1695.69,No
C100389,0,Yes,Yes,52,One year,No,No,No,Yes,Credit card,21.06,1101.45,No
C100390,0,Yes,Yes,1,One year,Fiber optic,Yes,No,No,Electronic check,78.41,81.62,No
C100391,0,No,No,70,Two year,DSL,Yes,No,Yes,Bank transfer,49.48,3587.69,No
C100392,0,No,Yes,44,One year,Fiber optic,No,No,Yes,Bank transfer,76.36,3105.64,Yes
C100393,0,No,Yes,33,One year,DSL,Yes,Yes,No,Bank transfer,47.87,1559.17,No
C100394,0,No,Yes,49,Month-to-month,No,No,No,Yes,Electronic check,22.9,1145.99,No
C100395,0,No,No,8,Month-to-month,DSL,No,No,Yes,Mailed check,56.59,409.43,Yes
C100396,1,Yes,No,46,One year,DSL,No,Yes,No,Credit card,41.0,1897.52,Yes
C100397,0,No,No,15,Month-to-month,DSL,Yes,No,Yes,Electronic check,42.87,663.16,No
C100398,0,No,Yes,53,Two year,Fiber optic,Yes,No,No,Electronic check,70.21,3484.66,No
C100399,0,Yes,Yes,42,One year,DSL,No,No,Yes,Bank transfer,54.79,2143.98,No
C100400,0,Yes,Yes,6,Month-to-month,DSL,Yes,Yes,Yes,Credit card,30.67,188.44,No
C100401,0,Yes,No,53,Two year,No,No,Yes,Yes,Electronic check,49.05,2538.17,No
C100402,0,No,Yes,1,Month-to-month,Fiber optic,No,No,No,Electronic check,66.03,60.13,Yes
C100403,1,Yes,No,6,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,61.01,338.72,No
C100404,0,No,No,1,Month-to-month,No,No,No,Yes,Credit card,31.44,28.79,Yes
C100405,0,Yes,No,72,Two year,Fiber optic,Yes,No,Yes,Electronic check,101.37,6947.78,No
C100406,0,No,Yes,16,One year,No,Yes,Yes,Yes,Bank transfer,27.41,440.42,No
C100407,0,No,No,46,Two year,DSL,No,Yes,No,Electronic check,48.04,2020.32,No
C100408,0,Yes,No,12,Month-to-month,DSL,No,Yes,Yes,Mailed check,58.8,640.13,Yes
C100409,0,Yes,No,72,Two year,Fiber optic,No,Yes,Yes,Bank transfer,69.57,4842.69,No
C100410,1,No,No,29,One year,Fiber optic,No,No,No,Bank transfer,98.28,2950.47,No
C100411,1,Yes,Yes,38,One year,DSL,No,No,Yes,Bank transfer,52.14,1890.99,No
C100412,0,Yes,No,62,Two year,Fiber optic,No,Yes,Yes,Mailed check,88.88,5193.71,No
C100413,0,Yes,No,25,Month-to-month,Fiber optic,Yes,No,No,Electronic check,70.86,1805.03,No
C100414,0,Yes,No,8,Month-to-month,DSL,No,Yes,No,Mailed check,41.81,322.19,No
C100415,0,Yes,No,35,One year,No,Yes,No,Yes,Mailed check,34.89,1159.94,No
C100416,1,No,No,38,Two year,Fiber optic,No,No,Yes,Electronic check,81.09,3099.33,No
C100417,0,No,No,19,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,83.87,1548.64,No
C100418,0,No,Yes,42,One year,Fiber optic,No,No,No,Credit card,74.72,3160.92,No
C100419,0,Yes,No,1,Month-to-month,DSL,No,Yes,No,Electronic check,74.72,77.03,Yes
C100420,0,No,Yes,68,One year,Fiber optic,Yes,Yes,No,Mailed check,94.21,6710.52,No
C100421,1,No,Yes,43,One year,DSL,Yes,Yes,No,Mailed check,64.89,2567.95,No
C100422,0,Yes,No,29,Month-to-month,DSL,No,No,No,Electronic check,60.63,1605.1,No
C100423,0,Yes,No,32,One year,Fiber optic,Yes,No,Yes,Bank transfer,66.6,1931.96,No
C100424,0,Yes,Yes,10,Month-to-month,DSL,No,Yes,Yes,Electronic check,53.29,483.46,Yes
C100425,0,No,No,56,Two year,DSL,No,No,No,Credit card,49.5,2800.39,No
C100426,0,Yes,No,1,Month-to-month,Fiber optic,No,Yes,No,Electronic check,69.02,71.97,Yes
C100427,1,Yes,Yes,1,Month-to-month,No,Yes,No,Yes,Electronic check,41.14,40.09,No
C100428,0,Yes,No,1,One year,DSL,Yes,No,Yes,Mailed check,55.12,56.27,No
C100429,0,Yes,Yes,22,Month-to-month,Fiber optic,No,No,Yes,Mailed check,83.84,1813.67,Yes
C100430,0,No,Yes,29,One year,DSL,No,Yes,Yes,Mailed check,50.5,1502.97,No
C100431,0,Yes,No,25,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,68.5,1549.67,No
C100432,0,Yes,Yes,38,One year,Fiber optic,Yes,No,No,Bank transfer,84.81,3212.87,No
C100433,0,Yes,Yes,39,One year,Fiber optic,No,No,Yes,Credit card,69.84,2784.44,Yes
C100434,0,No,Yes,52,Two year,DSL,Yes,No,Yes,Bank transfer,66.87,3446.45,No
C100435,0,No,No,28,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,83.81,2165.79,No
C100436,0,No,No,26,Month-to-month,Fiber optic,No,Yes,No,Credit card,70.29,1810.29,No
C100437,0,Yes,No,39,One year,Fiber optic,No,No,No,Credit card,61.4,2233.18,No
C100438,1,Yes,No,60,One year,Fiber optic,No,No,No,Bank transfer,80.15,4900.71,No
C100439,1,Yes,No,1,Month-to-month,No,Yes,Yes,No,Electronic check,18.0,18.28,No
C100440,0,No,No,38,One year,Fiber optic,Yes,Yes,Yes,Mailed check,58.59,2259.18,No
C100441,0,No,No,14,Month-to-month,No,No,No,Yes,Bank transfer,24.44,351.64,No
C100442,0,No,No,34,Month-to-month,DSL,No,No,Yes,Mailed check,49.13,1640.81,No
C100443,1,Yes,No,42,Two year,Fiber optic,No,No,No,Mailed check,79.89,3312.71,No
C100444,0,No,No,17,Month-to-month,DSL,No,No,Yes,Electronic check,63.19,978.35,No
C100445,0,Yes,Yes,30,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,81.65,2303.03,No
C100446,0,No,Yes,28,One year,No,No,Yes,Yes,Credit card,31.86,865.56,No
C100447,0,Yes,No,24,One year,No,No,No,No,Mailed check,18.0,418.7,No
C100448,0,No,No,39,One year,Fiber optic,Yes,Yes,Yes,Electronic check,88.48,3565.45,No
C100449,0,No,No,42,Two year,DSL,Yes,No,Yes,Mailed check,64.3,2479.1,No
C100450,0,No,No,4,Month-to-month,DSL,Yes,Yes,Yes,Credit card,34.15,130.87,No
C100451,0,Yes,No,26,One year,No,Yes,Yes,No,Electronic check,18.0,488.23,No
C100452,0,No,No,38,Two year,Fiber optic,Yes,No,Yes,Credit card,80.75,3135.9,No
C100453,0,Yes,No,24,One year,DSL,No,Yes,No,Electronic check,63.42,1412.79,No
C100454,0,No,No,61,One year,No,No,No,Yes,Electronic check,34.77,2078.97,Yes
C100455,0,Yes,No,7,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,87.49,609.63,Yes
C100456,0,No,No,54,One year,Fiber optic,Yes,Yes,Yes,Electronic check,79.22,4224.46,No
C100457,0,No,Yes,2,Month-to-month,No,Yes,Yes,Yes,Credit card,35.44,69.52,No
C100458,0,Yes,Yes,35,One year,Fiber optic,Yes,Yes,No,Electronic check,68.92,2416.13,Yes
C100459,0,Yes,No,22,Month-to-month,DSL,No,Yes,No,Mailed check,59.93,1376.15,No
C100460,0,No,Yes,1,Month-to-month,No,No,Yes,Yes,Credit card,29.14,29.76,No
C100461,0,No,Yes,48,One year,Fiber optic,No,No,Yes,Electronic check,97.9,4821.26,No
C100462,1,Yes,No,1,Month-to-month,DSL,Yes,No,Yes,Credit card,47.3,49.19,No
C100463,0,No,No,37,Month-to-month,No,Yes,No,No,Credit card,20.57,693.38,No
C100464,1,No,No,45,Two year,Fiber optic,No,No,No,Mailed check,69.48,2925.97,No
C100465,1,Yes,No,23,Month-to-month,Fiber optic,No,No,No,Electronic check,69.75,1640.87,Yes
C100466,1,No,Yes,57,Two year,Fiber optic,No,Yes,No,Credit card,75.34,4115.8,No
C100467,1,No,No,25,One year,DSL,Yes,No,Yes,Electronic check,73.77,1809.2,No
C100468,0,No,No,30,Month-to-month,No,Yes,Yes,Yes,Mailed check,33.77,969.99,No
C100469,0,No,No,36,One year,Fiber optic,No,Yes,Yes,Electronic check,97.2,3262.41,No
C100470,0,No,No,32,Month-to-month,DSL,Yes,Yes,No,Credit card,62.63,1831.41,No
C100471,1,Yes,No,33,Month-to-month,Fiber optic,No,No,Yes,Electronic check,66.1,2011.41,Yes
C100472,0,Yes,No,63,Two year,DSL,No,No,Yes,Mailed check,51.05,2961.58,No
C100473,0,No,No,16,One year,No,Yes,Yes,No,Bank transfer,35.43,565.63,No
C100474,0,Yes,No,62,One year,Fiber optic,No,Yes,Yes,Electronic check,76.58,4936.59,No
C100475,0,Yes,No,10,One year,Fiber optic,No,Yes,No,Mailed check,91.54,922.38,Yes
C100476,0,No,Yes,31,One year,Fiber optic,No,Yes,No,Bank transfer,79.86,2448.3,No
C100477,0,No,No,60,One year,Fiber optic,No,No,Yes,Credit card,89.11,5018.14,No
C100478,0,Yes,Yes,1,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,98.43,95.3,Yes
C100479,0,No,No,1,Month-to-month,DSL,Yes,Yes,No,Mailed check,60.49,61.19,No
C100480,0,No,No,8,Month-to-month,DSL,No,Yes,Yes,Mailed check,70.64,531.7,No
C100481,1,Yes,Yes,24,Month-to-month,No,No,No,No,Mailed check,38.96,940.25,No
C100482,0,No,No,1,Month-to-month,No,No,Yes,No,Electronic check,26.78,26.42,No
C100483,0,Yes,No,32,Two year,Fiber optic,No,Yes,No,Mailed check,60.95,1855.7,No
C100484,0,No,Yes,11,Month-to-month,Fiber optic,No,No,No,Bank transfer,59.67,617.63,No
C100485,0,No,Yes,27,Month-to-month,Fiber optic,No,No,No,Bank transfer,72.42,1922.89,No
C100486,1,Yes,No,30,Month-to-month,DSL,No,Yes,Yes,Bank transfer,69.43,2125.99,No
C100487,0,No,No,48,One year,No,No,Yes,No,Bank transfer,20.59,966.96,No
C100488,0,No,No,33,Two year,Fiber optic,No,No,Yes,Electronic check,97.2,2982.98,No
C100489,0,Yes,No,72,Two year,Fiber optic,Yes,No,Yes,Bank transfer,66.91,4988.69,No
C100490,0,Yes,No,1,Month-to-month,Fiber optic,No,No,Yes,Electronic check,71.2,68.85,No
C100491,0,Yes,Yes,20,Month-to-month,DSL,Yes,Yes,Yes,Credit card,34.35,634.38,No
C100492,0,No,No,36,Two year,DSL,No,No,No,Credit card,55.11,2028.43,No
C100493,1,Yes,No,18,Month-to-month,DSL,No,No,Yes,Electronic check,59.64,1093.75,Yes
C100494,1,Yes,No,20,One year,Fiber optic,No,Yes,Yes,Credit card,98.26,2042.06,No
C100495,1,Yes,No,19,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,111.04,2107.38,Yes
C100496,0,Yes,No,34,Two year,No,Yes,No,No,Bank transfer,18.0,627.59,No
C100497,0,No,Yes,23,Month-to-month,No,No,No,Yes,Bank transfer,29.62,650.81,Yes
C100498,0,Yes,No,33,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,78.14,2570.86,Yes
C100499,0,Yes,Yes,21,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,72.73,1396.72,No
C100500,0,Yes,Yes,8,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,78.06,638.33,No
C100501,0,No,Yes,47,Two year,Fiber optic,No,Yes,No,Credit card,81.17,4004.98,No
C100502,0,Yes,Yes,39,Two year,Fiber optic,No,Yes,No,Credit card,66.64,2579.97,No
C100503,0,No,No,14,Month-to-month,Fiber optic,No,No,No,Mailed check,76.89,1022.97,Yes
C100504,0,No,Yes,48,One year,Fiber optic,Yes,No,Yes,Credit card,91.59,4572.11,No
C100505,0,No,No,1,Month-to-month,DSL,No,No,No,Credit card,44.97,43.49,No
C100506,1,No,Yes,1,Month-to-month,No,No,No,No,Mailed check,27.04,24.35,No
C100507,0,No,No,54,Month-to-month,DSL,No,No,Yes,Credit card,53.27,2776.0,Yes
C100508,0,Yes,No,18,Month-to-month,DSL,No,No,Yes,Electronic check,77.85,1329.05,No
C100509,1,Yes,Yes,3,Month-to-month,No,No,Yes,No,Electronic check,19.42,59.31,Yes
C100510,0,Yes,No,28,One year,Fiber optic,No,Yes,No,Mailed check,60.43,1637.73,No
C100511,0,Yes,No,36,One year,No,No,No,Yes,Credit card,32.87,1218.64,Yes
C100512,0,No,No,12,Month-to-month,No,No,No,Yes,Bank transfer,43.71,486.12,Yes
C100513,1,Yes,No,16,One year,DSL,Yes,Yes,No,Electronic check,66.19,1111.08,No
C100514,0,No,No,46,Two year,Fiber optic,No,No,No,Mailed check,71.01,3254.49,No
C100515,0,No,Yes,10,Month-to-month,Fiber optic,No,No,No,Bank transfer,79.38,794.88,No
C100516,1,No,No,29,Month-to-month,DSL,Yes,No,Yes,Bank transfer,61.95,1783.15,No
C100517,0,No,No,15,One year,DSL,No,No,Yes,Credit card,52.32,767.88,Yes
C100518,1,No,No,30,Month-to-month,DSL,No,No,Yes,Electronic check,52.87,1659.87,Yes
C100519,0,Yes,No,27,One year,Fiber optic,No,No,No,Bank transfer,74.55,1882.72,No
C100520,0,Yes,Yes,1,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,81.42,83.57,Yes
C100521,0,Yes,No,31,One year,No,No,No,Yes,Electronic check,23.72,740.76,No
C100522,0,Yes,No,1,Month-to-month,DSL,No,Yes,No,Credit card,42.89,43.84,Yes
C100523,1,Yes,Yes,28,Month-to-month,Fiber optic,No,No,No,Mailed check,56.04,1528.48,Yes
C100524,0,No,No,37,Month-to-month,DSL,No,No,Yes,Bank transfer,59.1,2219.21,No
C100525,0,No,Yes,21,One year,DSL,Yes,Yes,Yes,Credit card,65.12,1274.54,No
C100526,0,Yes,No,1,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,86.83,83.81,No
C100527,0,Yes,No,38,Two year,Fiber optic,Yes,Yes,Yes,Bank transfer,73.4,2633.35,No
C100528,0,No,No,24,Month-to-month,No,Yes,No,No,Bank transfer,19.01,417.53,No
C100529,0,No,Yes,11,Month-to-month,DSL,No,No,Yes,Credit card,63.31,658.33,No
C100530,0,No,No,11,Month-to-month,DSL,No,Yes,Yes,Bank transfer,60.68,696.47,No
C100531,0,Yes,No,66,Month-to-month,No,Yes,No,No,Electronic check,18.0,1182.11,No
C100532,0,No,No,12,Month-to-month,No,No,No,No,Electronic check,20.36,230.72,Yes
C100533,1,Yes,Yes,13,One year,DSL,Yes,No,No,Credit card,66.29,845.24,No
C100534,0,No,No,34,One year,DSL,No,No,Yes,Bank transfer,59.03,2061.21,No
C100535,1,No,No,5,Month-to-month,Fiber optic,No,Yes,No,Electronic check,83.0,416.19,Yes
C100536,0,Yes,No,11,Month-to-month,DSL,No,No,Yes,Credit card,47.0,507.2,No
C100537,0,No,No,1,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,80.18,77.28,No
C100538,0,No,Yes,53,One year,Fiber optic,Yes,No,No,Bank transfer,59.3,3094.5,No
C100539,0,No,No,16,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,74.4,1201.25,Yes
C100540,0,Yes,No,62,Two year,DSL,No,No,No,Credit card,30.01,1732.99,No
C100541,1,No,No,26,One year,DSL,Yes,Yes,Yes,Electronic check,44.68,1058.71,Yes
C100542,0,Yes,Yes,28,One year,DSL,No,Yes,Yes,Electronic check,56.37,1446.51,No
C100543,0,No,No,71,One year,Fiber optic,No,Yes,No,Bank transfer,107.03,7465.79,Yes
C100544,0,No,No,25,One year,DSL,No,No,No,Electronic check,66.89,1622.8,No
C100545,0,No,Yes,16,Month-to-month,No,Yes,No,Yes,Bank transfer,26.46,386.21,Yes
C100546,0,No,No,20,Month-to-month,DSL,Yes,No,No,Bank transfer,55.77,1134.78,No
C100547,0,No,No,4,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,72.24,276.15,Yes
C100548,0,No,Yes,9,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,95.43,812.04,Yes
C100549,1,No,No,40,Month-to-month,No,No,Yes,No,Electronic check,29.68,1119.4,No
C100550,0,No,No,27,Month-to-month,Fiber optic,No,Yes,No,Electronic check,69.01,1826.55,Yes
C100551,0,No,No,19,One year,No,No,No,Yes,Mailed check,31.06,577.99,No
C100552,0,Yes,No,24,Month-to-month,Fiber optic,Yes,No,No,Electronic check,78.92,1793.32,No
C100553,0,No,Yes,22,Month-to-month,DSL,No,Yes,Yes,Mailed check,58.92,1309.34,No
C100554,0,Yes,No,1,Month-to-month,Fiber optic,No,No,No,Electronic check,91.49,84.99,Yes
C100555,0,Yes,No,12,Month-to-month,Fiber optic,Yes,No,No,Credit card,74.19,856.22,No
C100556,0,Yes,No,55,Two year,Fiber optic,No,Yes,No,Credit card,87.81,5028.98,No
C100557,0,Yes,No,19,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,69.79,1339.91,Yes
